electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
0.00043,0.01394,0.005,0.0
0.0032,0.01169,0.005,0.0032
0.01117,0.00741,0.0062,0.00822
0.0151,0.005,0.00818,0.01583
0.01715,0.0032,0.00741,0.03237
0.01836,0.0042,0.0037,0.025
0.01394,0.005,0.0032,0.014
0.01169,0.005,0.0,0.00948
0.00741,0.0062,0.0,0.0043
0.005,0.00818,0.0,0.0032
0.0032,0.00741,0.0,0.0032
0.0042,0.0037,0.0,0.0032
0.005,0.0032,0.0,0.0032
0.005,0.0,0.0032,0.003
0.0062,0.0,0.00822,0.0032
0.00818,0.0,0.01583,0.0032
0.00741,0.0,0.03237,0.0032
0.0037,0.0,0.025,0.0032
0.0032,0.0,0.014,0.0032
0.0,0.0032,0.00948,0.0032
0.0,0.00822,0.0043,0.00043
0.0,0.01583,0.0032,0.00043
0.0,0.03237,0.0032,0.00043
0.0,0.025,0.0032,0.0
0.0,0.014,0.0032,1e-05
0.0032,0.00948,0.003,0.00233
0.00822,0.0043,0.0032,0.0033
0.01583,0.0032,0.0032,0.00482
0.03237,0.0032,0.0032,0.007
0.025,0.0032,0.0032,0.0072
0.014,0.0032,0.0032,0.005
0.00948,0.003,0.0032,0.0032
0.0043,0.0032,0.00043,0.0032
0.0032,0.0032,0.00043,0.0032
0.0032,0.0032,0.00043,0.0001
0.0032,0.0032,0.0,0.0001
0.0032,0.0032,1e-05,0.0001
0.003,0.0032,0.00233,0.003
0.0032,0.00043,0.0033,0.0032
0.0032,0.00043,0.00482,0.01124
0.0032,0.00043,0.007,0.0105
0.0032,0.0,0.0072,0.00335
0.0032,1e-05,0.005,0.0032
0.0032,0.00233,0.0032,0.0032
0.00043,0.0033,0.0032,0.00043
0.00043,0.00482,0.0032,0.00043
0.00043,0.007,0.0001,1e-05
0.0,0.0072,0.0001,0.0
1e-05,0.005,0.0001,0.0002
0.00233,0.0032,0.003,0.0032
0.0033,0.0032,0.0032,0.00321
0.00482,0.0032,0.01124,0.01
0.007,0.0001,0.0105,0.01175
0.0072,0.0001,0.00335,0.01
0.005,0.0001,0.0032,0.0047
0.0032,0.003,0.0032,0.0033
0.0032,0.0032,0.00043,0.00258
0.0032,0.01124,0.00043,0.001
0.0001,0.0105,1e-05,0.0
0.0001,0.00335,0.0,0.0
0.0001,0.0032,0.0002,0.0
0.003,0.0032,0.0032,0.0
0.0032,0.00043,0.00321,0.0032
0.01124,0.00043,0.01,0.00438
0.0105,1e-05,0.01175,0.0048
0.00335,0.0,0.01,0.0032
0.0032,0.0002,0.0047,0.00043
0.0032,0.0032,0.0033,0.0
0.00043,0.00321,0.00258,0.0
0.00043,0.01,0.001,0.0
1e-05,0.01175,0.0,0.0
0.0,0.01,0.0,0.0
0.0002,0.0047,0.0,0.00043
0.0032,0.0033,0.0,0.0018
0.00321,0.00258,0.0032,0.00451
0.01,0.001,0.00438,0.01
0.01175,0.0,0.0048,0.025
0.01,0.0,0.0032,0.014
0.0047,0.0,0.00043,0.00656
0.0033,0.0,0.0,0.00583
0.00258,0.0032,0.0,0.0032
0.001,0.00438,0.0,0.0032
0.0,0.0048,0.0,0.0032
0.0,0.0032,0.0,0.0032
0.0,0.00043,0.00043,0.0032
0.0,0.0,0.0018,0.0032
0.0032,0.0,0.00451,0.0032
0.00438,0.0,0.01,0.00568
0.0048,0.0,0.025,0.0059
0.0032,0.0,0.014,0.0032
0.00043,0.00043,0.00656,0.00043
0.0,0.0018,0.00583,0.0
0.0,0.00451,0.0032,0.0
0.0,0.01,0.0032,0.0
0.0,0.025,0.0032,0.0
0.0,0.014,0.0032,0.0
0.00043,0.00656,0.0032,0.0
0.0018,0.00583,0.0032,0.0032
0.00451,0.0032,0.0032,0.01054
0.01,0.0032,0.00568,0.025
0.025,0.0032,0.0059,0.06696
0.014,0.0032,0.0032,0.05
0.00656,0.0032,0.00043,0.01971
0.00583,0.0032,0.0,0.01129
0.0032,0.0032,0.0,0.01467
0.0032,0.00568,0.0,0.01
0.0032,0.0059,0.0,0.00648
0.0032,0.0032,0.0,0.006
0.0032,0.00043,0.0,0.00568
0.0032,0.0,0.0032,0.00583
0.0032,0.0,0.01054,0.0056
0.00568,0.0,0.025,0.01067
0.0059,0.0,0.06696,0.01
0.0032,0.0,0.05,0.0059
0.00043,0.0,0.01971,0.0032
0.0,0.0032,0.01129,0.0001
0.0,0.01054,0.01467,0.0
0.0,0.025,0.01,0.0
0.0,0.06696,0.00648,0.0
0.0,0.05,0.006,0.0
0.0,0.01971,0.00568,0.0
0.0032,0.01129,0.00583,1e-05
0.01054,0.01467,0.0056,0.00328
0.025,0.01,0.01067,0.005
0.06696,0.00648,0.01,0.00797
0.05,0.006,0.0059,0.00633
0.01971,0.00568,0.0032,0.005
0.01129,0.00583,0.0001,0.0034
0.01467,0.0056,0.0,0.00217
0.01,0.01067,0.0,0.0005
0.00648,0.01,0.0,0.0002
0.006,0.0059,0.0,0.0001
0.00568,0.0032,0.0,1e-05
0.00583,0.0001,1e-05,0.0005
0.0056,0.0,0.00328,0.003
0.01067,0.0,0.005,0.00325
0.01,0.0,0.00797,0.00325
0.0059,0.0,0.00633,0.0032
0.0032,0.0,0.005,0.0
0.0001,1e-05,0.0034,0.0
0.0,0.00328,0.00217,0.0
0.0,0.005,0.0005,0.0
0.0,0.00797,0.0002,0.0
0.0,0.00633,0.0001,0.0
0.0,0.005,1e-05,0.0
1e-05,0.0034,0.0005,0.00084
0.00328,0.00217,0.003,0.00325
0.005,0.0005,0.00325,0.00568
0.00797,0.0002,0.00325,0.0101
0.00633,0.0001,0.0032,0.00648
0.005,1e-05,0.0,0.005
0.0034,0.0005,0.0,0.0038
0.00217,0.003,0.0,0.0032
0.0005,0.00325,0.0,0.002
0.0002,0.00325,0.0,0.0005
0.0001,0.0032,0.0,1e-05
1e-05,0.0,0.0,1e-05
0.0005,0.0,0.00084,0.0
0.003,0.0,0.00325,0.0001
0.00325,0.0,0.00568,0.0021
0.00325,0.0,0.0101,0.00217
0.0032,0.0,0.00648,0.00205
0.0,0.0,0.005,0.00168
0.0,0.00084,0.0038,1e-05
0.0,0.00325,0.0032,0.0
0.0,0.00568,0.002,1e-05
0.0,0.0101,0.0005,1e-05
0.0,0.00648,1e-05,1e-05
0.0,0.005,1e-05,0.00102
0.00084,0.0038,0.0,0.0021
0.00325,0.0032,0.0001,0.0032
0.00568,0.002,0.0021,0.00812
0.0101,0.0005,0.00217,0.03037
0.00648,1e-05,0.00205,0.0306
0.005,1e-05,0.00168,0.0056
0.0038,0.0,1e-05,0.0042
0.0032,0.0001,0.0,0.0018
0.002,0.0021,1e-05,0.0001
0.0005,0.00217,1e-05,0.0
1e-05,0.00205,1e-05,0.0
1e-05,0.00168,0.00102,0.0
0.0,1e-05,0.0021,0.0
0.0001,0.0,0.0032,1e-05
0.0021,1e-05,0.00812,0.00019
0.00217,1e-05,0.03037,0.0
0.00205,1e-05,0.0306,0.0
0.00168,0.00102,0.0056,0.0
1e-05,0.0021,0.0042,0.0
0.0,0.0032,0.0018,0.0
1e-05,0.00812,0.0001,0.0
1e-05,0.03037,0.0,0.0
1e-05,0.0306,0.0,0.0
0.00102,0.0056,0.0,0.0
0.0021,0.0042,0.0,0.0
0.0032,0.0018,1e-05,0.00206
0.00812,0.0001,0.00019,0.00798
0.03037,0.0,0.0,0.0296
0.0306,0.0,0.0,0.0306
0.0056,0.0,0.0,0.014
0.0042,0.0,0.0,0.0046
0.0018,1e-05,0.0,0.006
0.0001,0.00019,0.0,0.0032
0.0,0.0,0.0,0.0032
0.0,0.0,0.0,0.0032
0.0,0.0,0.0,0.00319
0.0,0.0,0.0,0.0032
1e-05,0.0,0.00206,0.0032
0.00019,0.0,0.00798,0.0072
0.0,0.0,0.0296,0.00812
0.0,0.0,0.0306,0.00866
0.0,0.0,0.014,0.0076
0.0,0.0,0.0046,0.0032
0.0,0.00206,0.006,0.0032
0.0,0.00798,0.0032,0.00291
0.0,0.0296,0.0032,0.00168
0.0,0.0306,0.0032,0.001
0.0,0.014,0.00319,0.00233
0.0,0.0046,0.0032,0.0032
0.00206,0.006,0.0032,0.005
0.00798,0.0032,0.0072,0.014
0.0296,0.0032,0.00812,0.025
0.0306,0.0032,0.00866,0.01798
0.014,0.00319,0.0076,0.0125
0.0046,0.0032,0.0032,0.0061
0.006,0.0032,0.0032,0.00736
0.0032,0.0072,0.00291,0.00466
0.0032,0.00812,0.00168,0.00466
0.0032,0.00866,0.001,0.005
0.00319,0.0076,0.00233,0.006
0.0032,0.0032,0.0032,0.00823
0.0032,0.0032,0.005,0.0241
0.0072,0.00291,0.014,0.035
0.00812,0.00168,0.025,0.06145
0.00866,0.001,0.01798,0.01763
0.0076,0.00233,0.0125,0.008
0.0032,0.0032,0.0061,0.0046
0.0032,0.005,0.00736,0.004
0.00291,0.014,0.00466,0.0039
0.00168,0.025,0.00466,0.0039
0.001,0.01798,0.005,0.004
0.00233,0.0125,0.006,0.00583
0.0032,0.0061,0.00823,0.017
0.005,0.00736,0.0241,0.05051
0.014,0.00466,0.035,0.12517
0.025,0.00466,0.06145,0.12947
0.01798,0.005,0.01763,0.09912
0.0125,0.006,0.008,0.08541
0.0061,0.00823,0.0046,0.07286
0.00736,0.0241,0.004,0.071
0.00466,0.035,0.0039,0.0505
0.00466,0.06145,0.0039,0.05051
0.005,0.01763,0.004,0.05001
0.006,0.008,0.00583,0.04164
0.00823,0.0046,0.017,0.05001
0.0241,0.004,0.05051,0.05068
0.035,0.0039,0.12517,0.10664
0.06145,0.0039,0.12947,0.1087
0.01763,0.004,0.09912,0.025
0.008,0.00583,0.08541,0.01424
0.0046,0.017,0.07286,0.00596
0.004,0.05051,0.071,0.00407
0.0039,0.12517,0.0505,0.0039
0.0039,0.12947,0.05051,0.00387
0.004,0.09912,0.05001,0.0039
0.00583,0.08541,0.04164,0.00587
0.017,0.07286,0.05001,0.01875
0.05051,0.071,0.05068,0.0296
0.12517,0.0505,0.10664,0.05048
0.12947,0.05051,0.1087,0.09374
0.09912,0.05001,0.025,0.04931
0.08541,0.04164,0.01424,0.02907
0.07286,0.05001,0.00596,0.02166
0.071,0.05068,0.00407,0.01413
0.0505,0.10664,0.0039,0.00489
0.05051,0.1087,0.00387,0.00351
0.05001,0.025,0.0039,0.0032
0.04164,0.01424,0.00587,0.0032
0.05001,0.00596,0.01875,0.0032
0.05068,0.00407,0.0296,0.00489
0.10664,0.0039,0.05048,0.014
0.1087,0.00387,0.09374,0.017
0.025,0.0039,0.04931,0.0057
0.01424,0.00587,0.02907,0.0039
0.00596,0.01875,0.02166,0.0032
0.00407,0.0296,0.01413,0.002
0.0039,0.05048,0.00489,0.00043
0.00387,0.09374,0.00351,0.00043
0.0039,0.04931,0.0032,0.00043
0.00587,0.02907,0.0032,0.00076
0.01875,0.02166,0.0032,0.0032
0.0296,0.01413,0.00489,0.00548
0.05048,0.00489,0.014,0.02467
0.09374,0.00351,0.017,0.035
0.04931,0.0032,0.0057,0.03
0.02907,0.0032,0.0039,0.016
0.02166,0.0032,0.0032,0.00533
0.01413,0.00489,0.002,0.0032
0.00489,0.014,0.00043,0.00059
0.00351,0.017,0.00043,0.00035
0.0032,0.0057,0.00043,5e-05
0.0032,0.0039,0.00076,1e-05
0.0032,0.0032,0.0032,0.00013
0.00489,0.002,0.00548,0.0015
0.014,0.00043,0.02467,0.004
0.017,0.00043,0.035,0.004
0.0057,0.00043,0.03,0.0032
0.0039,0.00076,0.016,0.00043
0.0032,0.0032,0.00533,0.0
0.002,0.00548,0.0032,0.0
0.00043,0.02467,0.00059,0.0
0.00043,0.035,0.00035,0.0
0.00043,0.03,5e-05,0.0
0.00076,0.016,1e-05,0.0
0.0032,0.00533,0.00013,0.00241
0.00548,0.0032,0.0015,0.00159
0.02467,0.00059,0.004,0.0032
0.035,0.00035,0.004,0.00598
0.03,5e-05,0.0032,0.004
0.016,1e-05,0.00043,0.0032
0.00533,0.00013,0.0,0.00043
0.0032,0.0015,0.0,1e-05
0.00059,0.004,0.0,0.0
0.00035,0.004,0.0,0.0
5e-05,0.0032,0.0,0.0
1e-05,0.00043,0.0,0.0
0.00013,0.0,0.00241,0.0
0.0015,0.0,0.00159,0.0
0.004,0.0,0.0032,0.0
0.004,0.0,0.00598,1e-05
0.0032,0.0,0.004,0.00013
0.00043,0.0,0.0032,0.00043
0.0,0.00241,0.00043,0.0001
0.0,0.00159,1e-05,0.0
0.0,0.0032,0.0,0.0
0.0,0.00598,0.0,0.0
0.0,0.004,0.0,0.0
0.0,0.0032,0.0,0.0
0.00241,0.00043,0.0,0.0
0.00159,1e-05,0.0,0.0002
0.0032,0.0,0.0,0.0032
0.00598,0.0,1e-05,0.0035
0.004,0.0,0.00013,0.0032
0.0032,0.0,0.00043,0.0032
0.00043,0.0,0.0001,0.0002
1e-05,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,1e-05,0.0,0.0
0.0,0.00013,0.0,0.0
0.0,0.00043,0.0,0.0
0.0,0.0001,0.0,0.0
0.0,0.0,0.0002,0.0
0.0,0.0,0.0032,0.0
1e-05,0.0,0.0035,0.0
0.00013,0.0,0.0032,0.0
0.00043,0.0,0.0032,0.0
0.0001,0.0,0.0002,0.0
0.0,0.0002,0.0,0.0
0.0,0.0032,0.0,0.0
0.0,0.0035,0.0,0.0
0.0,0.0032,0.0,0.0
0.0,0.0032,0.0,0.0
0.0,0.0002,0.0,0.0
0.0002,0.0,0.0,0.0
0.0032,0.0,0.0,0.00319
0.0035,0.0,0.0,0.0032
0.0032,0.0,0.0,0.0032
0.0032,0.0,0.0,0.0032
0.0002,0.0,0.0,0.0001
0.0,0.0,0.0,0.0001
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00168
0.0,0.0,0.00319,0.00497
0.0,0.0,0.0032,0.0032
0.0,0.0,0.0032,1e-05
0.0,0.0,0.0032,0.0
0.0,0.0,0.0001,0.0
0.0,0.0,0.0001,0.0
0.0,0.00319,0.0,0.0
0.0,0.0032,0.0,0.0
0.0,0.0032,0.0,0.0
0.0,0.0032,0.0,0.0
0.0,0.0001,0.0,0.0
0.0,0.0001,0.00168,0.00551
0.00319,0.0,0.00497,0.07
0.0032,0.0,0.0032,0.08797
0.0032,0.0,1e-05,0.07664
0.0032,0.0,0.0,0.075
0.0001,0.0,0.0,0.0261
0.0001,0.00168,0.0,0.035
0.0,0.00497,0.0,0.0273
0.0,0.0032,0.0,0.025
0.0,1e-05,0.0,0.0246
0.0,0.0,0.0,0.025
0.0,0.0,0.0,0.025
0.00168,0.0,0.00551,0.0248
0.00497,0.0,0.07,0.038
0.0032,0.0,0.08797,0.038
1e-05,0.0,0.07664,0.02
0.0,0.0,0.075,0.0005
0.0,0.0,0.0261,0.00043
0.0,0.00551,0.035,0.00015
0.0,0.07,0.0273,0.0001
0.0,0.08797,0.025,0.0001
0.0,0.07664,0.0246,0.00042
0.0,0.075,0.025,0.003
0.0,0.0261,0.025,0.0201
0.00551,0.035,0.0248,0.06002
0.07,0.0273,0.038,0.09899
0.08797,0.025,0.038,0.17382
0.07664,0.0246,0.02,0.1179
0.075,0.025,0.0005,0.07054
0.0261,0.025,0.00043,0.04124
0.035,0.0248,0.00015,0.03289
0.0273,0.038,0.0001,0.03
0.025,0.038,0.0001,0.02533
0.0246,0.02,0.00042,0.02241
0.025,0.0005,0.003,0.02474
0.025,0.00043,0.0201,0.021
0.0248,0.00015,0.06002,0.022
0.038,0.0001,0.09899,0.0421
0.038,0.0001,0.17382,0.05756
0.02,0.00042,0.1179,0.02208
0.0005,0.003,0.07054,0.01
0.00043,0.0201,0.04124,0.0032
0.00015,0.06002,0.03289,0.003
0.0001,0.09899,0.03,0.0023
0.0001,0.17382,0.02533,0.00201
0.00042,0.1179,0.02241,0.0023
0.003,0.07054,0.02474,0.0032
0.0201,0.04124,0.021,0.02162
0.06002,0.03289,0.022,0.07641
0.09899,0.03,0.0421,0.09878
0.17382,0.02533,0.05756,0.13432
0.1179,0.02241,0.02208,0.08905
0.07054,0.02474,0.01,0.06826
0.04124,0.021,0.0032,0.05756
0.03289,0.022,0.003,0.03748
0.03,0.0421,0.0023,0.03105
0.02533,0.05756,0.00201,0.0261
0.02241,0.02208,0.0023,0.0246
0.02474,0.01,0.0032,0.0246
0.021,0.0032,0.02162,0.03105
0.022,0.003,0.07641,0.03157
0.0421,0.0023,0.09878,0.0322
0.05756,0.00201,0.13432,0.0622
0.02208,0.0023,0.08905,0.035
0.01,0.0032,0.06826,0.03105
0.0032,0.02162,0.05756,0.012
0.003,0.07641,0.03748,0.0102
0.0023,0.09878,0.03105,0.00914
0.00201,0.13432,0.0261,0.0035
0.0023,0.08905,0.0246,0.0032
0.0032,0.06826,0.0246,0.00914
0.02162,0.05756,0.03105,0.02171
0.07641,0.03748,0.03157,0.035
0.09878,0.03105,0.0322,0.07825
0.13432,0.0261,0.0622,0.07825
0.08905,0.0246,0.035,0.0628
0.06826,0.0246,0.03105,0.05991
0.05756,0.03105,0.012,0.03748
0.03748,0.03157,0.0102,0.03497
0.03105,0.0322,0.00914,0.0272
0.0261,0.0622,0.0035,0.0241
0.0246,0.035,0.0032,0.0236
0.0246,0.03105,0.00914,0.02089
0.03105,0.012,0.02171,0.0241
0.03157,0.0102,0.035,0.03326
0.0322,0.00914,0.07825,0.05192
0.0622,0.0035,0.07825,0.04033
0.035,0.0032,0.0628,0.0241
0.03105,0.00914,0.05991,0.01535
0.012,0.02171,0.03748,0.01505
0.0102,0.035,0.03497,0.01243
0.00914,0.07825,0.0272,0.01095
0.0035,0.07825,0.0241,0.01055
0.0032,0.0628,0.0236,0.01055
0.00914,0.05991,0.02089,0.01515
0.02171,0.03748,0.0241,0.025
0.035,0.03497,0.03326,0.04
0.07825,0.0272,0.05192,0.08801
0.07825,0.0241,0.04033,0.12358
0.0628,0.0236,0.0241,0.11
0.05991,0.02089,0.01535,0.0749
0.03748,0.0241,0.01505,0.04959
0.03497,0.03326,0.01243,0.04518
0.0272,0.05192,0.01095,0.04231
0.0241,0.04033,0.01055,0.03799
0.0236,0.0241,0.01055,0.03558
0.02089,0.01535,0.01515,0.035
0.0241,0.01505,0.025,0.03497
0.03326,0.01243,0.04,0.04245
0.05192,0.01095,0.08801,0.03745
0.04033,0.01055,0.12358,0.02645
0.0241,0.01055,0.11,0.01477
0.01535,0.01515,0.0749,0.0105
0.01505,0.025,0.04959,0.00542
0.01243,0.04,0.04518,0.0032
0.01095,0.08801,0.04231,0.0032
0.01055,0.12358,0.03799,0.001
0.01055,0.11,0.03558,0.00043
0.01515,0.0749,0.035,0.00425
0.025,0.04959,0.03497,0.01345
0.04,0.04518,0.04245,0.03
0.08801,0.04231,0.03745,0.0653
0.12358,0.03799,0.02645,0.08261
0.11,0.03558,0.01477,0.07335
0.0749,0.035,0.0105,0.05106
0.04959,0.03497,0.00542,0.03558
0.04518,0.04245,0.0032,0.035
0.04231,0.03745,0.0032,0.03
0.03799,0.02645,0.001,0.02515
0.03558,0.01477,0.00043,0.02515
0.035,0.0105,0.00425,0.02515
0.03497,0.00542,0.01345,0.025
0.04245,0.0032,0.03,0.02145
0.03745,0.0032,0.0653,0.024
0.02645,0.001,0.08261,0.01125
0.01477,0.00043,0.07335,0.01134
0.0105,0.00425,0.05106,0.00972
0.00542,0.01345,0.03558,0.00043
0.0032,0.03,0.035,0.00043
0.0032,0.0653,0.03,0.00043
0.001,0.08261,0.02515,0.00043
0.00043,0.07335,0.02515,0.00043
0.00425,0.05106,0.02515,0.00972
0.01345,0.03558,0.025,0.01495
0.03,0.035,0.02145,0.035
0.0653,0.03,0.024,0.07906
0.08261,0.02515,0.01125,0.07789
0.07335,0.02515,0.01134,0.07233
0.05106,0.02515,0.00972,0.0721
0.03558,0.025,0.00043,0.06591
0.035,0.02145,0.00043,0.06412
0.03,0.024,0.00043,0.0503
0.02515,0.01125,0.00043,0.04885
0.02515,0.01134,0.00043,0.04885
0.02515,0.00972,0.00972,0.04603
0.025,0.00043,0.01495,0.04428
0.02145,0.00043,0.035,0.05261
0.024,0.00043,0.07906,0.06261
0.01125,0.00043,0.07789,0.07906
0.01134,0.00043,0.07233,0.05261
0.00972,0.00972,0.0721,0.0421
0.00043,0.01495,0.06591,0.035
0.00043,0.035,0.06412,0.035
0.00043,0.07906,0.0503,0.035
0.00043,0.07789,0.04885,0.035
0.00043,0.07233,0.04885,0.0355
0.00972,0.0721,0.04603,0.04386
0.01495,0.06591,0.04428,0.0477
0.035,0.06412,0.05261,0.07345
0.07906,0.0503,0.06261,0.12516
0.07789,0.04885,0.07906,0.11424
0.07233,0.04885,0.05261,0.09585
0.0721,0.04603,0.0421,0.0778
0.06591,0.04428,0.035,0.07051
0.06412,0.05261,0.035,0.06914
0.0503,0.06261,0.035,0.06506
0.04885,0.07906,0.035,0.05813
0.04885,0.05261,0.0355,0.05618
0.04603,0.0421,0.04386,0.053
0.04428,0.035,0.0477,0.05876
0.05261,0.035,0.07345,0.0705
0.06261,0.035,0.12516,0.091
0.07906,0.035,0.11424,0.09587
0.05261,0.0355,0.09585,0.05813
0.0421,0.04386,0.0778,0.03728
0.035,0.0477,0.07051,0.03526
0.035,0.07345,0.06914,0.035
0.035,0.12516,0.06506,0.035
0.035,0.11424,0.05813,0.035
0.0355,0.09585,0.05618,0.035
0.04386,0.0778,0.053,0.03554
0.0477,0.07051,0.05876,0.0545
0.07345,0.06914,0.0705,0.07662
0.12516,0.06506,0.091,0.12896
0.11424,0.05813,0.09587,0.11
0.09585,0.05618,0.05813,0.09201
0.0778,0.053,0.03728,0.08175
0.07051,0.05876,0.03526,0.0761
0.06914,0.0705,0.035,0.07
0.06506,0.091,0.035,0.06857
0.05813,0.09587,0.035,0.06078
0.05618,0.05813,0.035,0.05053
0.053,0.03728,0.03554,0.04284
0.05876,0.03526,0.0545,0.058
0.0705,0.035,0.07662,0.068
0.091,0.035,0.12896,0.08838
0.09587,0.035,0.11,0.08525
0.05813,0.035,0.09201,0.06176
0.03728,0.03554,0.08175,0.0357
0.03526,0.0545,0.0761,0.035
0.035,0.07662,0.07,0.03326
0.035,0.12896,0.06857,0.027
0.035,0.11,0.06078,0.02728
0.035,0.09201,0.05053,0.02869
0.03554,0.08175,0.04284,0.03415
0.0545,0.0761,0.058,0.03543
0.07662,0.07,0.068,0.06102
0.12896,0.06857,0.08838,0.09701
0.11,0.06078,0.08525,0.10076
0.09201,0.05053,0.06176,0.07925
0.08175,0.04284,0.0357,0.068
0.0761,0.058,0.035,0.05
0.07,0.068,0.03326,0.035
0.06857,0.08838,0.027,0.03447
0.06078,0.08525,0.02728,0.03397
0.05053,0.06176,0.02869,0.03417
0.04284,0.0357,0.03415,0.03407
0.058,0.035,0.03543,0.035
0.068,0.03326,0.06102,0.035
0.08838,0.027,0.09701,0.05596
0.08525,0.02728,0.10076,0.04502
0.06176,0.02869,0.07925,0.035
0.0357,0.03415,0.068,0.03
0.035,0.03543,0.05,0.01727
0.03326,0.06102,0.035,0.01599
0.027,0.09701,0.03447,0.014
0.02728,0.10076,0.03397,0.01083
0.02869,0.07925,0.03417,0.01061
0.03415,0.068,0.03407,0.01598
0.03543,0.05,0.035,0.0261
0.06102,0.035,0.035,0.035
0.09701,0.03447,0.05596,0.0704
0.10076,0.03397,0.04502,0.084
0.07925,0.03417,0.035,0.06586
0.068,0.03407,0.03,0.048
0.05,0.035,0.01727,0.04
0.035,0.035,0.01599,0.025
0.03447,0.05596,0.014,0.0201
0.03397,0.04502,0.01083,0.0172
0.03417,0.035,0.01061,0.0167
0.03407,0.03,0.01598,0.0189
0.035,0.01727,0.0261,0.025
0.035,0.01599,0.035,0.035
0.05596,0.014,0.0704,0.03676
0.04502,0.01083,0.084,0.035
0.035,0.01061,0.06586,0.02
0.03,0.01598,0.048,0.0145
0.01727,0.0261,0.04,0.007
0.01599,0.035,0.025,0.00335
0.014,0.0704,0.0201,0.00244
0.01083,0.084,0.0172,0.0011
0.01061,0.06586,0.0167,0.00319
0.01598,0.048,0.0189,0.00335
0.0261,0.04,0.025,0.0147
0.035,0.025,0.035,0.035
0.0704,0.0201,0.03676,0.0573
0.084,0.0172,0.035,0.05392
0.06586,0.0167,0.02,0.035
0.048,0.0189,0.0145,0.02916
0.04,0.025,0.007,0.0156
0.025,0.035,0.00335,0.0032
0.0201,0.03676,0.00244,0.00303
0.0172,0.035,0.0011,0.0009
0.0167,0.02,0.00319,0.00271
0.0189,0.0145,0.00335,0.00205
0.025,0.007,0.0147,0.002
0.035,0.00335,0.035,0.0021
0.03676,0.00244,0.0573,0.0023
0.035,0.0011,0.05392,0.00043
0.02,0.00319,0.035,0.0
0.0145,0.00335,0.02916,0.0
0.007,0.0147,0.0156,0.0
0.00335,0.035,0.0032,0.0
0.00244,0.0573,0.00303,0.0
0.0011,0.05392,0.0009,0.0
0.00319,0.035,0.00271,0.0
0.00335,0.02916,0.00205,0.0
0.0147,0.0156,0.002,0.00043
0.035,0.0032,0.0021,0.00319
0.0573,0.00303,0.0023,0.0032
0.05392,0.0009,0.00043,0.00901
0.035,0.00271,0.0,0.00718
0.02916,0.00205,0.0,0.0032
0.0156,0.002,0.0,0.0032
0.0032,0.0021,0.0,0.00016
0.00303,0.0023,0.0,0.0
0.0009,0.00043,0.0,0.0
0.00271,0.0,0.0,0.0
0.00205,0.0,0.0,0.0
0.002,0.0,0.00043,0.0
0.0021,0.0,0.00319,1e-05
0.0023,0.0,0.0032,0.0001
0.00043,0.0,0.00901,0.0
0.0,0.0,0.00718,0.0
0.0,0.0,0.0032,0.0
0.0,0.00043,0.0032,0.0
0.0,0.00319,0.00016,0.0
0.0,0.0032,0.0,0.0
0.0,0.00901,0.0,0.0
0.0,0.00718,0.0,0.0
0.0,0.0032,0.0,0.0
0.00043,0.0032,0.0,0.00043
0.00319,0.00016,1e-05,0.0032
0.0032,0.0,0.0001,0.0167
0.00901,0.0,0.0,0.03427
0.00718,0.0,0.0,0.03427
0.0032,0.0,0.0,0.035
0.0032,0.0,0.0,0.02835
0.00016,1e-05,0.0,0.035
0.0,0.0001,0.0,0.03
0.0,0.0,0.0,0.02826
0.0,0.0,0.0,0.0305
0.0,0.0,0.0,0.02835
0.0,0.0,0.00043,0.03447
1e-05,0.0,0.0032,0.035
0.0001,0.0,0.0167,0.03561
0.0,0.0,0.03427,0.04496
0.0,0.0,0.03427,0.035
0.0,0.0,0.035,0.02
0.0,0.00043,0.02835,0.0133
0.0,0.0032,0.035,0.01221
0.0,0.0167,0.03,0.004
0.0,0.03427,0.02826,0.0032
0.0,0.03427,0.0305,0.0021
0.0,0.035,0.02835,0.00312
0.00043,0.02835,0.03447,0.0032
0.0032,0.035,0.035,0.0032
0.0167,0.03,0.03561,0.02002
0.03427,0.02826,0.04496,0.035
0.03427,0.0305,0.035,0.02911
0.035,0.02835,0.02,0.0172
0.02835,0.03447,0.0133,0.0129
0.035,0.035,0.01221,0.0032
0.03,0.03561,0.004,0.00319
0.02826,0.04496,0.0032,0.00154
0.0305,0.035,0.0021,0.001
0.02835,0.02,0.00312,0.00098
0.03447,0.0133,0.0032,0.00098
0.035,0.01221,0.0032,0.0032
0.03561,0.004,0.02002,0.004
0.04496,0.0032,0.035,0.0032
0.035,0.0021,0.02911,0.0012
0.02,0.00312,0.0172,0.0002
0.0133,0.0032,0.0129,0.0
0.01221,0.0032,0.0032,0.0
0.004,0.02002,0.00319,0.0
0.0032,0.035,0.00154,0.0
0.0021,0.02911,0.001,0.0
0.00312,0.0172,0.00098,0.0
0.0032,0.0129,0.00098,0.00055
